"Hospital.Name","Provider.ID","Address","City","State","ZIP.Code","Full","lon","lat"
"MERRICK MEDICAL CENTER",281328,"1715  26TH ST","CENTRAL CITY","NE",68826,"1715  26TH ST, CENTRAL CITY, NE, 68826, USA",-86.801871,33.506161
"AVERA ST ANTHONY'S HOSPITAL",281329,"300 NORTH 2ND ST","O' NEILL","NE",68763,"300 NORTH 2ND ST, O' NEILL, NE, 68763, USA",-86.801871,33.506161
"WARREN MEMORIAL HOSPITAL",281330,"905 SECOND ST","FRIEND","NE",68359,"905 SECOND ST, FRIEND, NE, 68359, USA",-86.801871,33.506161
"AVERA CREIGHTON HOSPITAL",281331,"P O BOX 186, 1503 MAIN ST","CREIGHTON","NE",68729,"P O BOX 186, 1503 MAIN ST, CREIGHTON, NE, 68729, USA",-86.801871,33.506161
"BUTLER COUNTY HEALTH CARE CENTER",281332,"372 SOUTH 9TH ST","DAVID CITY","NE",68632,"372 SOUTH 9TH ST, DAVID CITY, NE, 68632, USA",-86.801871,33.506161
"ROCK COUNTY HOSPITAL",281333,"102 EAST SOUTH STREET","BASSETT","NE",68714,"102 EAST SOUTH STREET, BASSETT, NE, 68714, USA",-86.801871,33.506161
"BOONE COUNTY HEALTH CENTER",281334,"P O BOX 151, 723 WEST FAIRVIEW ST","ALBION","NE",68620,"P O BOX 151, 723 WEST FAIRVIEW ST, ALBION, NE, 68620, USA",-86.801871,33.506161
"CALLAWAY DISTRICT HOSPITAL",281335,"P O BOX 100, 211 E KIMBALL ST","CALLAWAY","NE",68825,"P O BOX 100, 211 E KIMBALL ST, CALLAWAY, NE, 68825, USA",-86.801871,33.506161
"YORK GENERAL HOSPITAL",281336,"2222 LINCOLN AVE","YORK","NE",68467,"2222 LINCOLN AVE, YORK, NE, 68467, USA",-86.801871,33.506161
"HOWARD COUNTY MEDICAL CENTER",281338,"P O BOX 406, 1113 SHERMAN ST","ST PAUL","NE",68873,"P O BOX 406, 1113 SHERMAN ST, ST PAUL, NE, 68873, USA",-86.801871,33.506161
"MEMORIAL HEALTH CARE SYSTEMS",281339,"300 NORTH COLUMBIA AVE","SEWARD","NE",68434,"300 NORTH COLUMBIA AVE, SEWARD, NE, 68434, USA",-86.801871,33.506161
"DUNDY COUNTY HOSPITAL",281340,"P O BOX 626, 1313 NORTH CHEYENNE ST","BENKELMAN","NE",69021,"P O BOX 626, 1313 NORTH CHEYENNE ST, BENKELMAN, NE, 69021, USA",-86.801871,33.506161
"CHADRON COMMUNITY HOSPITAL CORP",281341,"825 CENTENNIAL DRIVE","CHADRON","NE",69337,"825 CENTENNIAL DRIVE, CHADRON, NE, 69337, USA",-86.801871,33.506161
"CHI HEALTH ST MARY'S",281342,"1301 GRUNDMAN BLVD","NEBRASKA CITY","NE",68410,"1301 GRUNDMAN BLVD, NEBRASKA CITY, NE, 68410, USA",-86.801871,33.506161
"WEST HOLT MEMORIAL HOSPITAL",281343,"406 W NEELY ST","ATKINSON","NE",68713,"406 W NEELY ST, ATKINSON, NE, 68713, USA",-86.801871,33.506161
"CHERRY COUNTY HOSPITAL",281344,"P O BOX 410, 510 NORTH GREEN ST","VALENTINE","NE",69201,"P O BOX 410, 510 NORTH GREEN ST, VALENTINE, NE, 69201, USA",-86.801871,33.506161
"PROVIDENCE MEDICAL CENTER",281345,"1200 PROVIDENCE RD","WAYNE","NE",68787,"1200 PROVIDENCE RD, WAYNE, NE, 68787, USA",-86.801871,33.506161
"CHI HEALTH PLAINVIEW",281346,"P O BOX 489, 704 NORTH THIRD ST","PLAINVIEW","NE",68769,"P O BOX 489, 704 NORTH THIRD ST, PLAINVIEW, NE, 68769, USA",-86.801871,33.506161
"OSMOND GENERAL HOSPITAL",281347,"P O BOX 429, 402 NORTH MAPLE ST","OSMOND","NE",68765,"P O BOX 429, 402 NORTH MAPLE ST, OSMOND, NE, 68765, USA",-86.801871,33.506161
"TRI VALLEY HEALTH SYSTEM",281348,"1305 WEST HIGHWAY 6/34","CAMBRIDGE","NE",69022,"1305 WEST HIGHWAY 6/34, CAMBRIDGE, NE, 69022, USA",-86.801871,33.506161
"PENDER COMMUNITY HOSPITAL",281349,"P O BOX 100, 100 HOSPITAL DRIVE","PENDER","NE",68047,"P O BOX 100, 100 HOSPITAL DRIVE, PENDER, NE, 68047, USA",-86.801871,33.506161
"JOHNSON COUNTY HOSPITAL",281350,"202 HIGH ST","TECUMSEH","NE",68450,"202 HIGH ST, TECUMSEH, NE, 68450, USA",-86.801871,33.506161
"CHASE COUNTY COMMUNITY HOSPITAL",281351,"P O BOX 819, 600 W 12TH ST","IMPERIAL","NE",69033,"P O BOX 819, 600 W 12TH ST, IMPERIAL, NE, 69033, USA",-86.801871,33.506161
"COMMUNITY MEDICAL CENTER, INC",281352,"P O BOX 399, 3307 BARADA ST","FALLS CITY","NE",68355,"P O BOX 399, 3307 BARADA ST, FALLS CITY, NE, 68355, USA",-86.801871,33.506161
"VALLEY COUNTY HEALTH SYSTEM",281353,"2707 L STREET","ORD","NE",68862,"2707 L STREET, ORD, NE, 68862, USA",-86.801871,33.506161
"CRETE AREA MEDICAL CENTER",281354,"P O BOX 220, 2910 BETTEN DR","CRETE","NE",68333,"P O BOX 220, 2910 BETTEN DR, CRETE, NE, 68333, USA",-86.801871,33.506161
"OGALLALA COMMUNITY HOSPITAL",281355,"2601 NORTH SPRUCE ST","OGALLALA","NE",69153,"2601 NORTH SPRUCE ST, OGALLALA, NE, 69153, USA",-86.801871,33.506161
"PERKINS COUNTY HEALTH SERVICES",281356,"900 LINCOLN AVE","GRANT","NE",69140,"900 LINCOLN AVE, GRANT, NE, 69140, USA",-86.801871,33.506161
"SIDNEY REGIONAL MEDICAL CENTER",281357,"1000 POLE CREEK CROSSING","SIDNEY","NE",69162,"1000 POLE CREEK CROSSING, SIDNEY, NE, 69162, USA",-86.801871,33.506161
"GORDON MEMORIAL HOSPITAL DISTRICT",281358,"300 EAST 8TH ST","GORDON","NE",69343,"300 EAST 8TH ST, GORDON, NE, 69343, USA",-86.801871,33.506161
"MEMORIAL COMMUNITY HOSPITAL MCH & HEALTH SYSTEM",281359,"810 NORTH 22ND ST","BLAIR","NE",68008,"810 NORTH 22ND ST, BLAIR, NE, 68008, USA",-86.801871,33.506161
"BOX BUTTE GENERAL HOSPITAL",281360,"P O BOX 810, 2101 BOX BUTTE AVE","ALLIANCE","NE",69301,"P O BOX 810, 2101 BOX BUTTE AVE, ALLIANCE, NE, 69301, USA",-86.801871,33.506161
"LEXINGTON REGIONAL HEALTH CENTER",281361,"P O BOX 980, 1201 NORTH ERIE ST","LEXINGTON","NE",68850,"P O BOX 980, 1201 NORTH ERIE ST, LEXINGTON, NE, 68850, USA",-86.801871,33.506161
"PHELPS MEMORIAL HEALTH CENTER",281362,"1215 TIBBALS ST","HOLDREGE","NE",68949,"1215 TIBBALS ST, HOLDREGE, NE, 68949, USA",-86.801871,33.506161
"COMMUNITY HOSPITAL",281363,"P O BOX 1328, 1301 EAST H ST","MCCOOK","NE",69001,"P O BOX 1328, 1301 EAST H ST, MCCOOK, NE, 69001, USA",-86.801871,33.506161
"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC",281364,"P O BOX 278, 4800 HOSPITAL PARKWAY","BEATRICE","NE",68310,"P O BOX 278, 4800 HOSPITAL PARKWAY, BEATRICE, NE, 68310, USA",-86.801871,33.506161
"JENNIE M MELHAM MEMORIAL MEDICAL CENTER",281365,"145 MEMORIAL DRIVE","BROKEN BOW","NE",68822,"145 MEMORIAL DRIVE, BROKEN BOW, NE, 68822, USA",-86.801871,33.506161
"BOYS TOWN NATIONAL RESEARCH HOSPITAL",283300,"555 NORTH 30TH ST","OMAHA","NE",68131,"555 NORTH 30TH ST, OMAHA, NE, 68131, USA",-86.801871,33.506161
"CHILDREN'S HOSPITAL & MEDICAL CENTER",283301,"8200 DODGE ST","OMAHA","NE",68114,"8200 DODGE ST, OMAHA, NE, 68114, USA",-86.801871,33.506161
"HARMON HOSPITAL",290042,"2170 EAST HARMON AVENUE","LAS VEGAS","NV",89119,"2170 EAST HARMON AVENUE, LAS VEGAS, NV, 89119, USA",-86.801871,33.506161
"MOUNTAIN'S EDGE HOSPITAL",290056,"8656 WEST PATRICK LANE","LAS VEGAS","NV",89148,"8656 WEST PATRICK LANE, LAS VEGAS, NV, 89148, USA",-86.801871,33.506161
"HENDERSON HOSPITAL",290057,"1050 WEST GALLERIA DRIVE","HENDERSON","NV",89011,"1050 WEST GALLERIA DRIVE, HENDERSON, NV, 89011, USA",-86.801871,33.506161
"MOUNT GRANT GENERAL HOSPITAL",291300,"FIRST AND A STREETS","HAWTHORNE","NV",89415,"FIRST AND A STREETS, HAWTHORNE, NV, 89415, USA",-86.801871,33.506161
"INCLINE VILLAGE HEALTH CENTER",291301,"880 ALDER STREET","INCLINE VILLAGE","NV",89451,"880 ALDER STREET, INCLINE VILLAGE, NV, 89451, USA",-86.801871,33.506161
"WILLIAM BEE RIRIE HOSPITAL",291302,"1500 AVENUE H","ELY","NV",89301,"1500 AVENUE H, ELY, NV, 89301, USA",-86.801871,33.506161
"BATTLE MOUNTAIN GENERAL HOSPITAL",291303,"535 SOUTH HUMBOLDT STREET","BATTE MTN","NV",89820,"535 SOUTH HUMBOLDT STREET, BATTE MTN, NV, 89820, USA",-86.801871,33.506161
"PERSHING GENERAL HOSPITAL",291304,"855 6TH STREET/PO BOX 661","LOVELOCK","NV",89419,"855 6TH STREET/PO BOX 661, LOVELOCK, NV, 89419, USA",-86.801871,33.506161
"CARSON VALLEY MEDICAL CENTER",291306,"1107 HIGHWAY 395","GARDNERVILLE","NV",89410,"1107 HIGHWAY 395, GARDNERVILLE, NV, 89410, USA",-86.801871,33.506161
"MESA VIEW REGIONAL HOSPITAL",291307,"1299 BERTHA HOWE AVENUE","MESQUITE","NV",89027,"1299 BERTHA HOWE AVENUE, MESQUITE, NV, 89027, USA",-86.801871,33.506161
"HUMBOLDT GENERAL HOSPITAL",291308,"118 EAST HASKELL STREET","WINNEMUCCA","NV",89445,"118 EAST HASKELL STREET, WINNEMUCCA, NV, 89445, USA",-86.801871,33.506161
"BOULDER CITY HOSPITAL",291309,"901 ADAMS BLVD","BOULDER CITY","NV",89005,"901 ADAMS BLVD, BOULDER CITY, NV, 89005, USA",-86.801871,33.506161
"DESERT VIEW REGIONAL MEDICAL CENTER",291311,"360 SOUTH LOLA LANE","PAHRUMP","NV",89048,"360 SOUTH LOLA LANE, PAHRUMP, NV, 89048, USA",-86.801871,33.506161
"GROVER C DILS MEDICAL CENTER",291312,"700 N SPRING ST, BOX 1010-C-ADM BLDG","CALIENTE","NV",89008,"700 N SPRING ST, BOX 1010-C-ADM BLDG, CALIENTE, NV, 89008, USA",-86.801871,33.506161
"BANNER CHURCHILL COMMUNITY HOSPITAL",291313,"801 EAST WILLIAMS AVENUE","FALLON","NV",89406,"801 EAST WILLIAMS AVENUE, FALLON, NV, 89406, USA",-86.801871,33.506161
"SOUTH LYON MEDICAL CENTER",291314,"213 S WHITACRE/PO BOX 940","YERINGTON","NV",89447,"213 S WHITACRE/PO BOX 940, YERINGTON, NV, 89447, USA",-86.801871,33.506161
"UPPER CONNECTICUT VALLEY HOSPITAL",301300,"181 CORLISS LANE","COLEBROOK","NH",3576,"181 CORLISS LANE, COLEBROOK, NH, 3576, USA",-86.801871,33.506161
"COTTAGE HOSPITAL",301301,"90 SWIFTWATER RD","WOODSVILLE","NH",3785,"90 SWIFTWATER RD, WOODSVILLE, NH, 3785, USA",-86.801871,33.506161
"LITTLETON REGIONAL HEALTHCARE",301302,"600 ST JOHNSBURY ROAD","LITTLETON","NH",3561,"600 ST JOHNSBURY ROAD, LITTLETON, NH, 3561, USA",-86.801871,33.506161
"WEEKS MEDICAL CENTER",301303,"173 MIDDLE STREET","LANCASTER","NH",3584,"173 MIDDLE STREET, LANCASTER, NH, 3584, USA",-86.801871,33.506161
"NEW LONDON HOSPITAL",301304,"273 COUNTY ROAD","NEW LONDON","NH",3257,"273 COUNTY ROAD, NEW LONDON, NH, 3257, USA",-86.801871,33.506161
"ALICE PECK DAY MEMORIAL HOSPITAL",301305,"10 ALICE PECK DAY DRIVE","LEBANON","NH",3766,"10 ALICE PECK DAY DRIVE, LEBANON, NH, 3766, USA",-86.801871,33.506161
"FRANKLIN REGIONAL HOSPITAL",301306,"15 AIKEN AVENUE","FRANKLIN","NH",3235,"15 AIKEN AVENUE, FRANKLIN, NH, 3235, USA",-86.801871,33.506161
"MEMORIAL HOSPITAL, THE",301307,"3073 WHITE MOUNTAIN HIGHWAY","NORTH CONWAY","NH",3860,"3073 WHITE MOUNTAIN HIGHWAY, NORTH CONWAY, NH, 3860, USA",-86.801871,33.506161
"VALLEY REGIONAL HOSPITAL",301308,"243 ELM STREET","CLAREMONT","NH",3743,"243 ELM STREET, CLAREMONT, NH, 3743, USA",-86.801871,33.506161
"MONADNOCK COMMUNITY HOSPITAL",301309,"452 OLD STREET ROAD","PETERBOROUGH","NH",3458,"452 OLD STREET ROAD, PETERBOROUGH, NH, 3458, USA",-86.801871,33.506161
"ANDROSCOGGIN VALLEY HOSPITAL",301310,"59 PAGE HILL ROAD","BERLIN","NH",3570,"59 PAGE HILL ROAD, BERLIN, NH, 3570, USA",-86.801871,33.506161
"SPEARE MEMORIAL HOSPITAL",301311,"16 HOSPITAL ROAD","PLYMOUTH","NH",3264,"16 HOSPITAL ROAD, PLYMOUTH, NH, 3264, USA",-86.801871,33.506161
"HUGGINS HOSPITAL",301312,"240 SOUTH MAIN STREET","WOLFEBORO","NH",3894,"240 SOUTH MAIN STREET, WOLFEBORO, NH, 3894, USA",-86.801871,33.506161
"CHILDREN'S SPECIALIZED HOSPITAL",313300,"200 SOMERSET STREET","NEW BRUNSWICK","NJ",8901,"200 SOMERSET STREET, NEW BRUNSWICK, NJ, 8901, USA",-74.459921,40.491014
"WEISMAN CHILDRENS REHABILITATION HOSPITAL",313302,"92 BRICK ROAD, 3RD FLOOR","MARLTON","NJ",8053,"92 BRICK ROAD, 3RD FLOOR, MARLTON, NJ, 8053, USA",-74.886924,39.78051
"SANTA FE PHS INDIAN HOSPITAL",320057,"1700 CERRILLOS ROAD","SANTA FE","NM",87501,"1700 CERRILLOS ROAD, SANTA FE, NM, 87501, USA",-86.801871,33.506161
"MESCALERO PHS INDIAN HOSPITAL",320058,"P O BOX 210","MESCALERO","NM",88340,"P O BOX 210, MESCALERO, NM, 88340, USA",-86.801871,33.506161
"ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER",320060,"ROUTE 301 NORTH B STREET","ZUNI","NM",87327,"ROUTE 301 NORTH B STREET, ZUNI, NM, 87327, USA",-86.801871,33.506161
"GUADALUPE COUNTY HOSPITAL",320067,"117 CAMINO DE VIDA, SUITE 100","SANTA ROSA","NM",88435,"117 CAMINO DE VIDA, SUITE 100, SANTA ROSA, NM, 88435, USA",-86.801871,33.506161
"DHHS USPHS INDIAN HEALTH SERVICES",320070,"EXIT #102 OFF I-40 1/2 MILE SOUTH","SAN FIDEL","NM",87049,"EXIT #102 OFF I-40 1/2 MILE SOUTH, SAN FIDEL, NM, 87049, USA",-86.801871,33.506161
"SIERRA VISTA HOSPITAL",321300,"800 EAST 9TH STREET","T OR C","NM",87901,"800 EAST 9TH STREET, T OR C, NM, 87901, USA",-86.801871,33.506161
"SOCORRO GENERAL HOSPITAL",321301,"1202 HIGHWAY 60 WEST","SOCORRO","NM",87801,"1202 HIGHWAY 60 WEST, SOCORRO, NM, 87801, USA",-86.801871,33.506161
"DR DAN C TRIGG MEMORIAL HOSPITAL",321302,"301 EAST MIEL DE LUNA AVENUE","TUCUMCARI","NM",88401,"301 EAST MIEL DE LUNA AVENUE, TUCUMCARI, NM, 88401, USA",-86.801871,33.506161
"UNION COUNTY GENERAL HOSPITAL",321304,"300 WILSON STREET","CLAYTON","NM",88415,"300 WILSON STREET, CLAYTON, NM, 88415, USA",-86.801871,33.506161
"NOR-LEA HOSPITAL DISTRICT",321305,"1600 NORTH MAIN AVE","LOVINGTON","NM",88260,"1600 NORTH MAIN AVE, LOVINGTON, NM, 88260, USA",-86.801871,33.506161
"LINCOLN COUNTY MEDICAL CENTER",321306,"211 SUDDERTH DRIVE","RUIDOSO","NM",88345,"211 SUDDERTH DRIVE, RUIDOSO, NM, 88345, USA",-86.801871,33.506161
"MINERS' COLFAX MEDICAL CENTER",321307,"203 HOSPITAL DRIVE","RATON","NM",87740,"203 HOSPITAL DRIVE, RATON, NM, 87740, USA",-86.801871,33.506161
"CIBOLA GENERAL HOSPITAL",321308,"1016 E ROOSEVELT AVENUE","GRANTS","NM",87020,"1016 E ROOSEVELT AVENUE, GRANTS, NM, 87020, USA",-86.801871,33.506161
"MIMBRES MEMORIAL HOSPITAL",321309,"900 W ASH","DEMING","NM",88031,"900 W ASH, DEMING, NM, 88031, USA",-86.801871,33.506161
"HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS",321310,"1397 WEIMER ROAD","TAOS","NM",87571,"1397 WEIMER ROAD, TAOS, NM, 87571, USA",-86.801871,33.506161
"N Y EYE AND EAR INFIRMARY",330100,"230 SECOND AVE","NEW YORK","NY",10003,"230 SECOND AVE, NEW YORK, NY, 10003, USA",-86.801871,33.506161
"WESTFIELD MEMORIAL HOSPITAL, INC",330166,"189 EAST MAIN STREET","WESTFIELD","NY",14787,"189 EAST MAIN STREET, WESTFIELD, NY, 14787, USA",-86.801871,33.506161
"ROCKEFELLER UNIVERSITY HOSPITAL",330387,"1230 YORK AVENUE","NEW YORK","NY",10021,"1230 YORK AVENUE, NEW YORK, NY, 10021, USA",-86.801871,33.506161
"MONROE COMMUNITY HOSPITAL",330403,"435 EAST HENRIETTA ROAD","ROCHESTER","NY",14620,"435 EAST HENRIETTA ROAD, ROCHESTER, NY, 14620, USA",-86.801871,33.506161
"TRI-TOWN REGIONAL HEALTHCARE",330408,"43 WEST PEARL STREET","SIDNEY","NY",13838,"43 WEST PEARL STREET, SIDNEY, NY, 13838, USA",-86.801871,33.506161
"BURDETT CARE CENTER",330409,"2215 BURDETT AVE","TROY","NY",12180,"2215 BURDETT AVE, TROY, NY, 12180, USA",-86.801871,33.506161
"CUBA MEMORIAL HOSPITAL, INC",331301,"140 WEST MAIN STREET","CUBA","NY",14727,"140 WEST MAIN STREET, CUBA, NY, 14727, USA",-86.801871,33.506161
"ELIZABETHTOWN COMMUNITY HOSPITAL",331302,"75 PARK STREET","ELIZABETHTOWN","NY",12932,"75 PARK STREET, ELIZABETHTOWN, NY, 12932, USA",-86.801871,33.506161
"CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE",331303,"8081 ROUTE 97","CALLICOON","NY",12723,"8081 ROUTE 97, CALLICOON, NY, 12723, USA",-86.801871,33.506161
"MARGARETVILLE MEMORIAL HOSPITAL",331304,"42084 STATE HIGHWAY 28","MARGARETVILLE","NY",12455,"42084 STATE HIGHWAY 28, MARGARETVILLE, NY, 12455, USA",-86.801871,33.506161
"O'CONNOR HOSPITAL",331305,"460 ANDES ROAD","DELHI","NY",13753,"460 ANDES ROAD, DELHI, NY, 13753, USA",-86.801871,33.506161
"MOSES-LUDINGTON HOSPITAL",331306,"1019 WICKER STREET","TICONDEROGA","NY",12883,"1019 WICKER STREET, TICONDEROGA, NY, 12883, USA",-86.801871,33.506161
"CLIFTON FINE HOSPITAL",331307,"1014 OSWEGATCHIE TRAIL","STAR LAKE","NY",13690,"1014 OSWEGATCHIE TRAIL, STAR LAKE, NY, 13690, USA",-86.801871,33.506161
"RIVER HOSPITAL, INC",331309,"4 FULLER STREET","ALEXANDRIA BAY","NY",13607,"4 FULLER STREET, ALEXANDRIA BAY, NY, 13607, USA",-86.801871,33.506161
"ELLENVILLE REGIONAL HOSPITAL",331310,"10 HEALTHY WAY","ELLENVILLE","NY",12428,"10 HEALTHY WAY, ELLENVILLE, NY, 12428, USA",-86.801871,33.506161
"LITTLE FALLS HOSPITAL",331311,"140 BURWELL STREET","LITTLE FALLS","NY",13365,"140 BURWELL STREET, LITTLE FALLS, NY, 13365, USA",-86.801871,33.506161
"DELAWARE VALLEY HOSPITAL, INC",331312,"1 TITUS PLACE","WALTON","NY",13856,"1 TITUS PLACE, WALTON, NY, 13856, USA",-86.801871,33.506161
"SCHUYLER HOSPITAL, INC",331313,"220 STEUBEN STREET","MONTOUR FALLS","NY",14865,"220 STEUBEN STREET, MONTOUR FALLS, NY, 14865, USA",-86.801871,33.506161
"SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES",331314,"418 NORTH MAIN STREET","PENN YAN","NY",14527,"418 NORTH MAIN STREET, PENN YAN, NY, 14527, USA",-86.801871,33.506161
"GOUVERNEUR HOSPITAL",331315,"77 WEST BARNEY STREET","GOUVERNEUR","NY",13642,"77 WEST BARNEY STREET, GOUVERNEUR, NY, 13642, USA",-86.801871,33.506161
"COMMUNITY MEMORIAL HOSPITAL, INC",331316,"150 BROAD STREET","HAMILTON","NY",13346,"150 BROAD STREET, HAMILTON, NY, 13346, USA",-86.801871,33.506161
"LEWIS COUNTY GENERAL HOSPITAL",331317,"7785 NORTH STATE STREET","LOWVILLE","NY",13367,"7785 NORTH STATE STREET, LOWVILLE, NY, 13367, USA",-86.801871,33.506161
"CARTHAGE AREA HOSPITAL, INC",331318,"1001 WEST STREET","CARTHAGE","NY",13619,"1001 WEST STREET, CARTHAGE, NY, 13619, USA",-86.801871,33.506161
"MEDINA MEMORIAL HOSPITAL",331319,"200 OHIO STREET","MEDINA","NY",14103,"200 OHIO STREET, MEDINA, NY, 14103, USA",-86.801871,33.506161
"BLYTHEDALE CHILDREN'S HOSPITAL",333301,"95 BRADHURST AVENUE","VALHALLA","NY",10595,"95 BRADHURST AVENUE, VALHALLA, NY, 10595, USA",-86.801871,33.506161
"CAROLINAS HEALTH CARE SYSTEM ANSON",340084,"2301 US HIGHWAY 74 WEST","WADESBORO","NC",28170,"2301 US HIGHWAY 74 WEST, WADESBORO, NC, 28170, USA",-86.801871,33.506161
"CHEROKEE INDIAN HOSPITAL AUTHORITY",340156,"CALLER BOX C268","CHEROKEE","NC",28719,"CALLER BOX C268, CHEROKEE, NC, 28719, USA",-86.801871,33.506161
"DAVIE MEDICAL CENTER",340187,"223 HOSPITAL STREET","MOCKSVILLE","NC",27028,"223 HOSPITAL STREET, MOCKSVILLE, NC, 27028, USA",-86.801871,33.506161
"OUR COMMUNITY HOSPITAL",341302,"921 JUNIOR HIGH ROAD","SCOTLAND NECK","NC",27874,"921 JUNIOR HIGH ROAD, SCOTLAND NECK, NC, 27874, USA",-86.801871,33.506161
"FIRSTHEALTH MONTGOMERY MEMORIAL HOSP",341303,"520 ALLEN STREET","TROY","NC",27371,"520 ALLEN STREET, TROY, NC, 27371, USA",-86.801871,33.506161
"VIDANT BERTIE  HOSPITAL",341304,"1403 SOUTH KINGS STREET","WINDSOR","NC",27983,"1403 SOUTH KINGS STREET, WINDSOR, NC, 27983, USA",-86.801871,33.506161
"SWAIN COUNTY HOSPITAL",341305,"45 PLATEAU STREET","BRYSON CITY","NC",28713,"45 PLATEAU STREET, BRYSON CITY, NC, 28713, USA",-86.801871,33.506161
"PENDER MEMORIAL HOSPITAL",341307,"507 E FREMONT ST","BURGAW","NC",28425,"507 E FREMONT ST, BURGAW, NC, 28425, USA",-86.801871,33.506161
"CHATHAM HOSPITAL INC",341311,"475 PROGRESS BLVD","SILER CITY","NC",27344,"475 PROGRESS BLVD, SILER CITY, NC, 27344, USA",-86.801871,33.506161
"WASHINGTON COUNTY HOSP INC",341314,"958 US HWY 64 EAST","PLYMOUTH","NC",27962,"958 US HWY 64 EAST, PLYMOUTH, NC, 27962, USA",-86.801871,33.506161
"CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL",341315,"501 SOUTH POPLAR STREET","ELIZABETHTOWN","NC",28337,"501 SOUTH POPLAR STREET, ELIZABETHTOWN, NC, 28337, USA",-86.801871,33.506161
"HIGHLANDS CASHIERS HOSPITAL INC",341316,"190 HOSPITAL DRIVE","HIGHLANDS","NC",28741,"190 HOSPITAL DRIVE, HIGHLANDS, NC, 28741, USA",-86.801871,33.506161
"LIFEBRITE COMMUNITY HOSPITAL OF STOKES",341317,"1570 NC 8 & 89 HWY NORTH","DANBURY","NC",27016,"1570 NC 8 & 89 HWY NORTH, DANBURY, NC, 27016, USA",-86.801871,33.506161
"VIDANT CHOWAN HOSPITAL",341318,"211 VIRGINIA RD","EDENTON","NC",27932,"211 VIRGINIA RD, EDENTON, NC, 27932, USA",-86.801871,33.506161
"TRANSYLVANIA REGIONAL HOSPITAL, INC",341319,"90 HOSPITAL DRIVE PO BOX 1116","BREVARD","NC",28712,"90 HOSPITAL DRIVE PO BOX 1116, BREVARD, NC, 28712, USA",-86.801871,33.506161
"ALLEGHANY COUNTY MEMORIAL HOSPITAL",341320,"617 DOCTORS STREET","SPARTA","NC",28675,"617 DOCTORS STREET, SPARTA, NC, 28675, USA",-86.801871,33.506161
"ST LUKES HOSPITAL",341322,"101 HOSPITAL DRIVE","COLUMBUS","NC",28722,"101 HOSPITAL DRIVE, COLUMBUS, NC, 28722, USA",-86.801871,33.506161
"CHARLES A CANNON JR MEMORIAL HOSPITAL",341323,"434 HOSPITAL DRIVE","LINVILLE","NC",28646,"434 HOSPITAL DRIVE, LINVILLE, NC, 28646, USA",-86.801871,33.506161
"THE OUTER BANKS HOSPITAL, INC",341324,"4800 SOUTH CROATAN HIGHWAY","NAGS HEAD","NC",27959,"4800 SOUTH CROATAN HIGHWAY, NAGS HEAD, NC, 27959, USA",-86.801871,33.506161
"ASHE MEMORIAL HOSPITAL",341325,"200 HOSPITAL AVE","JEFFERSON","NC",28640,"200 HOSPITAL AVE, JEFFERSON, NC, 28640, USA",-86.801871,33.506161
"ANGEL MEDICAL CENTER",341326,"120 RIVERVIEW ST PO BOX 1209","FRANKLIN","NC",28734,"120 RIVERVIEW ST PO BOX 1209, FRANKLIN, NC, 28734, USA",-86.801871,33.506161
"J ARTHUR DOSHER MEMORIAL HOSPITAL",341327,"924 HOWE ST","SOUTHPORT","NC",28461,"924 HOWE ST, SOUTHPORT, NC, 28461, USA",-86.801871,33.506161
"MURPHY MEDICAL CENTER INC",341328,"3990 EAST US HIGHWAY 64 ALT","MURPHY","NC",28906,"3990 EAST US HIGHWAY 64 ALT, MURPHY, NC, 28906, USA",-86.801871,33.506161
"BLUE RIDGE REGIONAL HOSPITAL, INC",341329,"125 HOSPITAL DR","SPRUCE PINE","NC",28777,"125 HOSPITAL DR, SPRUCE PINE, NC, 28777, USA",-86.801871,33.506161
"STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL",350064,"10 NORTH RIVER ROAD","FORT YATES","ND",58538,"10 NORTH RIVER ROAD, FORT YATES, ND, 58538, USA",-86.801871,33.506161
"TIOGA MEDICAL CENTER",351300,"810 N WELO ST","TIOGA","ND",58852,"810 N WELO ST, TIOGA, ND, 58852, USA",-86.801871,33.506161
"MOUNTRAIL COUNTY MEDICAL CENTER",351301,"615 6TH ST SE","STANLEY","ND",58784,"615 6TH ST SE, STANLEY, ND, 58784, USA",-86.801871,33.506161
"MCKENZIE COUNTY HEALTHCARE SYSTEMS",351302,"516 NORTH MAIN ST","WATFORD CITY","ND",58854,"516 NORTH MAIN ST, WATFORD CITY, ND, 58854, USA",-86.801871,33.506161
"GARRISON MEMORIAL HOSPITAL",351303,"407 3RD AVE SE","GARRISON","ND",58540,"407 3RD AVE SE, GARRISON, ND, 58540, USA",-86.801871,33.506161
"CHI ST ALEXIUS HEALTH TURTLE LAKE",351304,"220 5TH AVE W","TURTLE LAKE","ND",58575,"220 5TH AVE W, TURTLE LAKE, ND, 58575, USA",-86.801871,33.506161
